first_name, last_name, phone, email, street, city, state, zip_code,probability
'Winfred','Harris',NULL,'winfred.harris@msn.com','734 Glen Eagles St. ','East Meadow','NY',11554,0.997774956
'Jeromy','Elliott',NULL,'jeromy.elliott@gmail.com','7112 Laurel Street ','Bay Shore','NY',11706,0.876931016
'Verona','O''neill',NULL,'verona.o''neill@hotmail.com','8279 W. Sussex St. ','Selden','NY',11784,0.548852579
'Elvera','Peck',NULL,'elvera.peck@yahoo.com','759 Lakewood Street ','Banning','CA',92220,0.528731346
'Cindi','Larson',NULL,'cindi.larson@msn.com','896 Golden Star Rd. ','Howard Beach','NY',11414,0.823044162
'Felice','Guzman',NULL,'felice.guzman@hotmail.com','7 Creekside Lane ','Canyon Country','CA',91387,0.353387229
'Le','Deleon',NULL,'le.deleon@msn.com','58 Clark Court ','Banning','CA',92220,0.731561195
'Manie','Sanchez',NULL,'manie.sanchez@hotmail.com','471 Illinois Ave. ','Queensbury','NY',12804,0.080208538
'Rutha','Howell',NULL,'rutha.howell@gmail.com','9247 Jones Street ','Canyon Country','CA',91387,0.114876809
'Natosha','Rowland',NULL,'natosha.rowland@aol.com','51 Elmwood St. ','Ballston Spa','NY',12020,0.397001746
'Jessika','Bray',NULL,'jessika.bray@yahoo.com','37 East Greystone St. ','San Pablo','CA',94806,0.983872404
'Delila','Hamilton',NULL,'delila.hamilton@yahoo.com','7451 East James Ave. ','Palos Verdes Peninsula','CA',90274,0.002054194
'Dionne','Norris',NULL,'dionne.norris@yahoo.com','9993 Greenview Circle ','Niagara Falls','NY',14304,0.350616046
'Muriel','Juarez',NULL,'muriel.juarez@gmail.com','8073 Cemetery Drive ','Palos Verdes Peninsula','CA',90274,0.633199774
'Cecelia','Gill',NULL,'cecelia.gill@aol.com','372 Silver Spear Dr. ','Mcallen','TX',78501,0.782661596
'Magda','Eaton',NULL,'magda.eaton@aol.com','860 Middle River Street ','Ossining','NY',10562,0.980986413
'Ivonne','Yang','(915) 181-1950','ivonne.yang@gmail.com','7359 North Lake View St. ','El Paso','TX',79930,0.384973142
'Kasie','Rodriquez',NULL,'kasie.rodriquez@aol.com','7 North Beech St. ','Ballston Spa','NY',12020,0.455230726
'Eleni','Gordon',NULL,'eleni.gordon@hotmail.com','583 W. San Carlos Street ','Richmond Hill','NY',11418,0.205714579
'Maurice','Norton',NULL,'maurice.norton@hotmail.com','32 Mayflower Dr. ','Atwater','CA',95301,0.744583416
'Cristobal','Hutchinson',NULL,'cristobal.hutchinson@gmail.com','58 Washington Avenue ','Lawndale','CA',90260,0.188559253
'Flossie','Holder',NULL,'flossie.holder@msn.com','8459 W. Newport Court ','Massapequa Park','NY',11762,0.258547408
'Erma','Salinas',NULL,'erma.salinas@gmail.com','347 Sheffield St. ','Merrick','NY',11566,0.415775675
'Earl','Stanley',NULL,'earl.stanley@gmail.com','569 Lake Lane ','Elmhurst','NY',11373,0.852902897
'Maribel','William',NULL,'maribel.william@aol.com','65 Magnolia Ave. ','Torrance','CA',90505,0.497419462
'Johnathan','Velazquez',NULL,'johnathan.velazquez@hotmail.com','9680 E. Somerset Street ','Pleasanton','CA',94566,0.674726263
'Rodrick','Shelton',NULL,'rodrick.shelton@hotmail.com','7157 Addison Street ','Canyon Country','CA',91387,0.084535533
'Ferne','Kline',NULL,'ferne.kline@hotmail.com','303 Shady St. ','Fullerton','CA',92831,0.886209279
'Rubin','Decker','(716) 950-9835','rubin.decker@gmail.com','9875 Shady Ave. ','Buffalo','NY',14215,0.282236078
'Dortha','Jarvis','(442) 919-8256','dortha.jarvis@yahoo.com','76 Prince Drive ','Oceanside','NY',11572,0.914054434
'Mariela','Huffman',NULL,'mariela.huffman@gmail.com','531 Fieldstone Road ','Garden City','NY',11530,0.651844966
'Mellisa','Farley',NULL,'mellisa.farley@yahoo.com','21 West Princess St. ','Central Islip','NY',11722,0.51462263
'Myung','Hooper',NULL,'myung.hooper@gmail.com','951 Mill Road ','Elmont','NY',11003,0.932131245
'Angelina','Lloyd',NULL,'angelina.lloyd@yahoo.com','9593 North Sherman Dr. ','Apple Valley','CA',92307,0.645686664
'Trinity','Riddle',NULL,'trinity.riddle@aol.com','23 Oakland Lane ','Ballston Spa','NY',12020,0.885465433
'Barton','Crosby',NULL,'barton.crosby@msn.com','896 Edgewater St. ','Bellmore','NY',11710,0.396653685
'Claudio','Wise',NULL,'claudio.wise@hotmail.com','810 Oxford Ave. ','Kingston','NY',12401,0.144083956
'Katheleen','Marks',NULL,'katheleen.marks@yahoo.com','69 North Tower St. ','Longview','TX',75604,0.5096219
'Deja','Chaney',NULL,'deja.chaney@hotmail.com','52 Woodside Ave. ','Jamaica','NY',11432,0.428120381
'Queenie','Vance',NULL,'queenie.vance@gmail.com','172 Arcadia Ave. ','Ozone Park','NY',11417,0.188429808
'Josh','Shaw',NULL,'josh.shaw@gmail.com','212 North Leeton Ridge Street ','Hopewell Junction','NY',12533,0.799518108
'Pinkie','Kirkland',NULL,'pinkie.kirkland@yahoo.com','18 Myers St. ','San Angelo','TX',76901,0.374528312
'Lavette','Wright',NULL,'lavette.wright@msn.com','6 Windsor Street ','Ronkonkoma','NY',11779,0.60013591
'Mark','Garrett',NULL,'mark.garrett@msn.com','285 Rosewood Dr. ','Monroe','NY',10950,0.937090596
'Myesha','Burgess',NULL,'myesha.burgess@gmail.com','306 Trenton Rd. ','Campbell','CA',95008,0.050106724
'Justina','Long',NULL,'justina.long@aol.com','39 Littleton Ave. ','South El Monte','CA',91733,0.694137394
'Brenda','Tate',NULL,'brenda.tate@msn.com','36 Hilltop Street ','San Angelo','TX',76901,0.009947014
'Rayna','Perry',NULL,'rayna.perry@hotmail.com','7238 Oakland St. ','Ozone Park','NY',11417,0.736336064
'Randolph','Chase',NULL,'randolph.chase@yahoo.com','828 Bridle Ave. ','San Lorenzo','CA',94580,0.461350661
'Jaimee','Day',NULL,'jaimee.day@aol.com','7534 Whitemarsh Ave. ','Poughkeepsie','NY',12601,0.975281107
'Susann','Bass',NULL,'susann.bass@msn.com','21 Old Rock Maple Ave. ','Commack','NY',11725,0.772422048
'Leola','Gould',NULL,'leola.gould@gmail.com','8 Kirkland St. ','Astoria','NY',11102,0.726403812
'Virgil','Frost',NULL,'virgil.frost@gmail.com','9798 Beacon St. ','Levittown','NY',11756,0.137183862
'Mireille','Puckett','(805) 961-9909','mireille.puckett@hotmail.com','378 Purple Finch Drive ','Oxnard','CA',93035,0.100378737
'Keturah','Massey',NULL,'keturah.massey@msn.com','189 Arnold Drive ','Banning','CA',92220,0.800173466
'Charmain','Webster',NULL,'charmain.webster@hotmail.com','36 East Stonybrook Rd. ','Richardson','TX',75080,0.125825881
'Barry','Buckner',NULL,'barry.buckner@gmail.com','8779 High Noon Rd. ','Centereach','NY',11720,0.308898204
'Boyce','Burks',NULL,'boyce.burks@gmail.com','879 Harvey Dr. ','Sunnyside','NY',11104,0.72205324
'Monty','Frost','(516) 460-5396','monty.frost@aol.com','76 Foxrun Dr. ','Hempstead','NY',11550,0.100468268
'Tiny','French',NULL,'tiny.french@hotmail.com','7163 Hall St. ','Plainview','NY',11803,0.882699165
'Clementina','Sargent',NULL,'clementina.sargent@hotmail.com','9853 Catherine Road ','Rome','NY',13440,0.993941813
'Danny','Kim',NULL,'danny.kim@msn.com','74 Essex Drive ','South Ozone Park','NY',11420,0.046126386
'Sophia','Mcmillan',NULL,'sophia.mcmillan@msn.com','8541 S. Pleasant Street ','Uniondale','NY',11553,0.989299314
'Christia','Carson',NULL,'christia.carson@gmail.com','220 Orchard Street ','Helotes','TX',78023,0.453036374
'Jennie','Middleton',NULL,'jennie.middleton@gmail.com','95 High Noon Dr. ','Upland','CA',91784,0.459459953
'Jame','Riggs',NULL,'jame.riggs@hotmail.com','9237 Hudson Drive ','Bay Shore','NY',11706,0.812973667
'Rayford','Simon',NULL,'rayford.simon@msn.com','998 Whitemarsh Road ','Mountain View','CA',94043,0.455960897
'Annett','Garrett',NULL,'annett.garrett@yahoo.com','19 Euclid Lane ','Scarsdale','NY',10583,0.495394869
'Hayden','Cross',NULL,'hayden.cross@gmail.com','90 Pumpkin Hill St. ','Apple Valley','CA',92307,0.119497096
'Rolanda','Larsen',NULL,'rolanda.larsen@yahoo.com','5 West University Court ','Woodhaven','NY',11421,0.568140076
'Jayme','Zamora',NULL,'jayme.zamora@gmail.com','2 Ridge Lane ','Springfield Gardens','NY',11413,0.045831666
'Hope','Cotton',NULL,'hope.cotton@aol.com','9092 Blue Spring Dr. ','Redondo Beach','CA',90278,0.474616804
'Vikki','Erickson',NULL,'vikki.erickson@yahoo.com','24 Jones Street ','Kingston','NY',12401,0.76885996
'Fransisca','Nicholson',NULL,'fransisca.nicholson@aol.com','945 Schoolhouse Street ','Glendora','CA',91740,0.477083421
'Mazie','Fernandez',NULL,'mazie.fernandez@hotmail.com','583 Harvard Ave. ','Webster','NY',14580,0.692588001
'Anderson','Martin',NULL,'anderson.martin@hotmail.com','9051 Hillside Dr. ','Canandaigua','NY',14424,0.28571459
'Gilberto','Parsons',NULL,'gilberto.parsons@gmail.com','8115 North Edgewater Drive ','Middle Village','NY',11379,0.307564127
'Charise','Burt','(559) 888-2229','charise.burt@aol.com','582 Creek St. ','Fresno','CA',93706,0.391599997
'Cameron','Carroll',NULL,'cameron.carroll@yahoo.com','9133 South Halifax Ave. ','Longview','TX',75604,0.328625961
'Melani','Jarvis',NULL,'melani.jarvis@hotmail.com','8 Tunnel St. ','Maspeth','NY',11378,0.053370342
'Javier','Nichols',NULL,'javier.nichols@msn.com','8944 Marconi St. ','Rowlett','TX',75088,0.976048583
'Justina','Jenkins',NULL,'justina.jenkins@yahoo.com','8236 Creek St. ','Baldwin','NY',11510,0.068636341
'Hortencia','Graham',NULL,'hortencia.graham@aol.com','7764 Greenrose Street ','Euless','TX',76039,0.784778748
'Christia','Wilkins',NULL,'christia.wilkins@msn.com','7062 Willow Court ','Woodside','NY',11377,0.834834051
'Eliz','Whitney',NULL,'eliz.whitney@msn.com','523 Crescent Court ','Fullerton','CA',92831,0.210448268
'Justin','Newton',NULL,'justin.newton@hotmail.com','93 Shore Rd. ','Apple Valley','CA',92307,0.403204402
'Aron','Wiggins','(442) 497-3353','aron.wiggins@aol.com','6 Bradford St. ','Oceanside','NY',11572,0.14273218
'Chere','Hardin',NULL,'chere.hardin@yahoo.com','763 Fulton Road ','Brooklyn','NY',11201,0.301390111
'Merideth','Preston',NULL,'merideth.preston@yahoo.com','794 Rockaway St. ','Poughkeepsie','NY',12601,0.209730034
'Jeniffer','Slater',NULL,'jeniffer.slater@aol.com','30 Old Orange Lane ','Schenectady','NY',12302,0.837714096
'Laureen','Paul',NULL,'laureen.paul@yahoo.com','617 Squaw Creek Rd. ','Bellmore','NY',11710,0.651292817
'Berna','Moore',NULL,'berna.moore@hotmail.com','7230 Lafayette Drive ','Bronx','NY',10451,0.193358794
'Shiela','Calderon',NULL,'shiela.calderon@msn.com','844 Albany St. ','Rocklin','CA',95677,0.915332928
'Sharie','Alvarez','(212) 211-7621','sharie.alvarez@msn.com','987 West Leatherwood Dr. ','New York','NY',10002,0.338219585
'Bettie','Glover',NULL,'bettie.glover@gmail.com','9083 Addison Dr. ','Euless','TX',76039,0.869115396
'Marilyn','Frank',NULL,'marilyn.frank@aol.com','8878 Branch Street ','Port Chester','NY',10573,0.593460769
'Sheba','Knapp',NULL,'sheba.knapp@aol.com','86 Gates Street ','Woodside','NY',11377,0.082971386
'Aleta','Mack',NULL,'aleta.mack@yahoo.com','8869 W. Edgemont Lane ','Bay Shore','NY',11706,0.293880382
'Reena','Higgins',NULL,'reena.higgins@gmail.com','900 South Columbia Street ','Canyon Country','CA',91387,0.961075642
'Ami','Mcmahon',NULL,'ami.mcmahon@aol.com','566 Hilldale Drive ','Sunnyside','NY',11104,0.415703783
'Somer','Jordan',NULL,'somer.jordan@msn.com','7046 Helen Avenue ','Huntington Station','NY',11746,0.03333969
'Scarlet','Reed',NULL,'scarlet.reed@hotmail.com','151 S. Myers Court ','Bronx','NY',10451,0.466379082
'Trisha','Johnson','(717) 126-8787','trisha.johnson@msn.com','59 Wild Horse St. ','Lancaster','NY',14086,0.325372212
'Majorie','Wyatt',NULL,'majorie.wyatt@yahoo.com','8507 Miller St. ','South Ozone Park','NY',11420,0.800787583
'Abbey','Pugh',NULL,'abbey.pugh@gmail.com','26 Market Drive ','Forest Hills','NY',11375,0.265749924
'Tamela','Harrell',NULL,'tamela.harrell@aol.com','7316 Cypress Rd. ','Central Islip','NY',11722,0.500181222
'Yanira','Bradshaw',NULL,'yanira.bradshaw@gmail.com','7484 Ann Court ','Smithtown','NY',11787,0.936548085
'Delana','Scott',NULL,'delana.scott@yahoo.com','7372 Ridgeview St. ','Mount Vernon','NY',10550,0.122068807
'Cassondra','Pruitt',NULL,'cassondra.pruitt@aol.com','4 Alderwood Circle ','Merrick','NY',11566,0.214566027
'Jesica','Fields',NULL,'jesica.fields@yahoo.com','318 Country Dr. ','Commack','NY',11725,0.696745755
'Herta','Rollins',NULL,'herta.rollins@msn.com','287 1st Drive ','Mountain View','CA',94043,0.515759643
'Mi','Gray','(229) 813-2130','mi.gray@aol.com','27 Roehampton Dr. ','Albany','NY',12203,0.837727332
'Jacalyn','Barnett',NULL,'jacalyn.barnett@gmail.com','7537 Swanson Street ','Maspeth','NY',11378,0.187389801
'Kanesha','Hudson','(510) 788-7298','kanesha.hudson@gmail.com','8293 Gartner Drive ','Oakland','CA',94603,0.400462226
'Darren','Witt',NULL,'darren.witt@aol.com','916 Hillcrest Ave. ','Coachella','CA',92236,0.563315482
'Mable','Pratt',NULL,'mable.pratt@gmail.com','254 SW. Temple Street ','Coachella','CA',92236,0.466584652
'Christoper','Mccall',NULL,'christoper.mccall@msn.com','72 Summit St. ','Bay Shore','NY',11706,0.928763257
'Margorie','Wynn',NULL,'margorie.wynn@gmail.com','707 Schoolhouse St. ','Monsey','NY',10952,0.084772495
'Josef','Greer',NULL,'josef.greer@gmail.com','92 Summer Court ','Jamaica','NY',11432,0.105954929
'Tisa','Whitney',NULL,'tisa.whitney@yahoo.com','549 Newbridge Dr. ','Monsey','NY',10952,0.482266342
'Tonda','Armstrong',NULL,'tonda.armstrong@aol.com','19 Forest Rd. ','Sunnyside','NY',11104,0.161352359
'Arvilla','Weiss',NULL,'arvilla.weiss@msn.com','477 Blue Spring St. ','Bay Shore','NY',11706,0.128590215
'Vashti','Rosario',NULL,'vashti.rosario@yahoo.com','623 Johnson Circle ','Bronx','NY',10451,0.743786472
'Sheri','Cole','(408) 658-2285','sheri.cole@aol.com','479 Chapel Court ','San Jose','CA',95127,0.148165021
'Kandace','Giles',NULL,'kandace.giles@msn.com','30 NE. Walt Whitman Drive ','Wantagh','NY',11793,0.378220571
'Angie','Powers',NULL,'angie.powers@aol.com','6 Rockland Dr. ','Pomona','CA',91768,0.284631567
'Van','Peters','(281) 658-7772','van.peters@yahoo.com','45 Fifth Dr. ','Houston','TX',77016,0.832287318
'Virgina','Berg',NULL,'virgina.berg@yahoo.com','804 South Purple Finch Drive ','Valley Stream','NY',11580,0.089505507
'Olevia','Noel',NULL,'olevia.noel@yahoo.com','39 N. Rosewood Dr. ','Kingston','NY',12401,0.746455083
'Kaci','Gallegos',NULL,'kaci.gallegos@gmail.com','8573 Halifax St. ','Ballston Spa','NY',12020,0.699348571
'Bev','Chang',NULL,'bev.chang@yahoo.com','104 Rockville St. ','Ithaca','NY',14850,0.890929608
'Rodger','Rojas',NULL,'rodger.rojas@yahoo.com','8442 Cooper Ave. ','Bayside','NY',11361,0.223050983
'Lavonne','Anderson',NULL,'lavonne.anderson@aol.com','9420 Wintergreen Court ','Floral Park','NY',11001,0.093239324
'Blanca','Hooper',NULL,'blanca.hooper@msn.com','340 Bald Hill St. ','Ozone Park','NY',11417,0.22104986
'Alysha','Powers',NULL,'alysha.powers@msn.com','39 West Marshall Ave. ','Forest Hills','NY',11375,0.516855475
'Mary','Singleton',NULL,'mary.singleton@hotmail.com','474 Amerige Ave. ','Woodside','NY',11377,0.28815834
'Jina','Cooper',NULL,'jina.cooper@aol.com','8947 W. Lexington Rd. ','Howard Beach','NY',11414,0.252724232
'Loni','Duncan',NULL,'loni.duncan@gmail.com','80 Saxton Lane ','Rosedale','NY',11422,0.682657346
'Collene','Roman',NULL,'collene.roman@aol.com','30 North Argyle Dr. ','Wappingers Falls','NY',12590,0.499142085
'Mariette','Trevino',NULL,'mariette.trevino@aol.com','4 Border Court ','Utica','NY',13501,0.80229142
'Candelaria','Coffey',NULL,'candelaria.coffey@aol.com','45 Newport Lane ','Merrick','NY',11566,0.753105492
'Yan','Trevino',NULL,'yan.trevino@gmail.com','796 Jefferson Rd. ','Uniondale','NY',11553,0.60913428
'Elanor','Patrick',NULL,'elanor.patrick@aol.com','51 Howard Ave. ','Victoria','TX',77904,0.58971685
'Klara','Mosley',NULL,'klara.mosley@gmail.com','518 Devon Court ','Port Chester','NY',10573,0.554731235
'Rosalba','O''neal',NULL,'rosalba.o''neal@yahoo.com','7517 Pennsylvania St. ','Mount Vernon','NY',10550,0.929884493
'Mina','Carrillo',NULL,'mina.carrillo@aol.com','8659 Trenton Lane ','Uniondale','NY',11553,0.634694528
'Alesia','Horne',NULL,'alesia.horne@aol.com','9229 Amherst Lane ','Selden','NY',11784,0.26984846
'Kristen','Alvarez',NULL,'kristen.alvarez@aol.com','9778 North River St. ','Bronx','NY',10451,0.276388422
'Collin','Webster',NULL,'collin.webster@aol.com','475 Cottage Rd. ','Howard Beach','NY',11414,0.823805324
'Ashlee','Pena',NULL,'ashlee.pena@aol.com','966 Highland St. ','Whitestone','NY',11357,0.350166522
'Aimee','Merritt',NULL,'aimee.merritt@yahoo.com','537 East Meadowbrook St. ','Flushing','NY',11354,0.533621159
'Rochelle','Ward',NULL,'rochelle.ward@yahoo.com','7855 La Sierra Street ','Glendora','CA',91740,0.655150509
'Nelle','Beck',NULL,'nelle.beck@aol.com','8998 Wakehurst Drive ','Upland','CA',91784,0.049460415
'Kaila','Walters',NULL,'kaila.walters@msn.com','57 Gates Drive ','Elmhurst','NY',11373,0.933647644
'Aleta','Stone',NULL,'aleta.stone@aol.com','8 Elm Dr. ','Whitestone','NY',11357,0.151222369
'Leif','Short',NULL,'leif.short@gmail.com','962 Carpenter Ave. ','San Angelo','TX',76901,0.439758994
'Lorrie','Pollard',NULL,'lorrie.pollard@yahoo.com','7834 Shore Ave. ','Ronkonkoma','NY',11779,0.706138195
'Vernita','Ball',NULL,'vernita.ball@gmail.com','126 Arnold Dr. ','Los Banos','CA',93635,0.690031266
'Cyndi','Bush',NULL,'cyndi.bush@gmail.com','18 Smoky Hollow Drive ','Elmhurst','NY',11373,0.818665657
'Gertrude','Terry',NULL,'gertrude.terry@hotmail.com','34 Airport Dr. ','Upland','CA',91784,0.53867952
'Virgen','Clemons',NULL,'virgen.clemons@gmail.com','354 Cactus Drive ','South El Monte','CA',91733,0.910125965
'Fairy','Robinson',NULL,'fairy.robinson@msn.com','8837 Joy Ridge St. ','Liverpool','NY',13090,0.055891003
'Laverna','Hernandez',NULL,'laverna.hernandez@hotmail.com','34 South Longfellow St. ','Niagara Falls','NY',14304,0.85392858
'Jeannie','Wilcox',NULL,'jeannie.wilcox@yahoo.com','7744 Miles Dr. ','Franklin Square','NY',11010,0.127040984
'Suellen','Mercado',NULL,'suellen.mercado@yahoo.com','3 Taylor Drive ','Sunnyside','NY',11104,0.891041915
'Bart','Hess',NULL,'bart.hess@aol.com','799 N. Maiden Street ','Kingston','NY',12401,0.675628295
'Alfredo','Dodson',NULL,'alfredo.dodson@hotmail.com','8960 Glenholme Dr. ','Depew','NY',14043,0.030943221
'Shaunda','Barnett',NULL,'shaunda.barnett@gmail.com','9366 San Carlos Lane ','Longview','TX',75604,0.510321891
'Kerrie','Morton',NULL,'kerrie.morton@hotmail.com','8772 State St. ','Pittsford','NY',14534,0.668433698
'Elouise','Fry',NULL,'elouise.fry@aol.com','49 Bohemia Street ','Canyon Country','CA',91387,0.749377331
'Augustus','Steele',NULL,'augustus.steele@aol.com','7474 N. Orchard St. ','Ballston Spa','NY',12020,0.252423885
'Greta','Page',NULL,'greta.page@hotmail.com','8316 Augusta Drive ','Commack','NY',11725,0.663871276
'Kerrie','O''neill',NULL,'kerrie.o''neill@gmail.com','69 Wellington Ave. ','Shirley','NY',11967,0.354847458
'Dannette','Guerrero',NULL,'dannette.guerrero@gmail.com','68 Carriage Street ','San Pablo','CA',94806,0.581942428
'Edra','Fitzgerald',NULL,'edra.fitzgerald@msn.com','8892 Birchwood St. ','Central Islip','NY',11722,0.02635586
'Jerome','Bolton',NULL,'jerome.bolton@msn.com','9921 Argyle Street ','Carmel','NY',10512,0.983204018
'Conception','Slater',NULL,'conception.slater@gmail.com','5 Sunset Street ','Bellmore','NY',11710,0.116373402
'Octavia','Case','(212) 171-1335','octavia.case@aol.com','40 Charles Road ','New York','NY',10002,0.255729926
'Dexter','Roberts',NULL,'dexter.roberts@gmail.com','84 Thatcher Court ','Sunnyside','NY',11104,0.894172626
'Ginette','Edwards',NULL,'ginette.edwards@hotmail.com','9262 NW. Center Ave. ','Baldwin','NY',11510,0.851470705
'Romaine','Haley',NULL,'romaine.haley@aol.com','737 Edgefield Drive ','Ithaca','NY',14850,0.056748919
'Gwendolyn','Miller',NULL,'gwendolyn.miller@msn.com','90 Fordham Ave. ','Harlingen','TX',78552,0.766923373
'Luke','Fuller','(516) 363-2253','luke.fuller@hotmail.com','576 Cleveland Lane ','Hempstead','NY',11550,0.408078414
'Zoraida','Patton',NULL,'zoraida.patton@aol.com','95 Grand Dr. ','Huntington Station','NY',11746,0.718647527
'Georgeanna','Webster','(805) 885-8830','georgeanna.webster@msn.com','40 Creekside Circle ','Oxnard','CA',93035,0.943226379
'Krystin','Marshall',NULL,'krystin.marshall@hotmail.com','10 Old Proctor Lane ','Poughkeepsie','NY',12601,0.413069428
'Vince','Schneider',NULL,'vince.schneider@hotmail.com','473 Corona Ave. ','Merrick','NY',11566,0.828379992
'Iola','Rasmussen',NULL,'iola.rasmussen@yahoo.com','283 N. Manor Station Dr. ','Monroe','NY',10950,0.923173875
'Valery','Saunders',NULL,'valery.saunders@msn.com','42 Marlborough St. ','Victoria','TX',77904,0.492108083
'Johna','Powers',NULL,'johna.powers@hotmail.com','379 Central Ave. ','Deer Park','NY',11729,0.18208424
'Charleen','Hurst',NULL,'charleen.hurst@yahoo.com','87 Country Avenue ','Utica','NY',13501,0.265885257
'Augustina','Joyner',NULL,'augustina.joyner@aol.com','7931 Honey Creek Court ','Mount Vernon','NY',10550,0.910146538
'Daisy','Ward',NULL,'daisy.ward@msn.com','45 Silver Spear Ave. ','Pomona','CA',91768,0.391596142
'Latonya','Dixon',NULL,'latonya.dixon@hotmail.com','9399 Evergreen Street ','Garland','TX',75043,0.370340319
'Hipolito','Padilla',NULL,'hipolito.padilla@hotmail.com','311 E. Rose Avenue ','New Rochelle','NY',10801,0.389362684
'Emmett','Casey',NULL,'emmett.casey@yahoo.com','893 Logan St. ','Valley Stream','NY',11580,0.987478726
'Kandi','Mcneil',NULL,'kandi.mcneil@msn.com','402 Border Street ','Massapequa Park','NY',11762,0.307290824
'Luciano','Marsh',NULL,'luciano.marsh@aol.com','7685 South Willow Drive ','Bellmore','NY',11710,0.972456139
'Julius','Holt',NULL,'julius.holt@aol.com','386 Lower River Street ','East Meadow','NY',11554,0.88929816
'Holly','Nieves',NULL,'holly.nieves@aol.com','60 Cleveland St. ','Longview','TX',75604,0.236198905
'Douglass','Little',NULL,'douglass.little@hotmail.com','294 Harvey Drive ','Duarte','CA',91010,0.901374664
'Izola','Hobbs',NULL,'izola.hobbs@gmail.com','685 Beacon Dr. ','Woodhaven','NY',11421,0.953643622
'Honey','Camacho',NULL,'honey.camacho@gmail.com','934 2nd St. ','Bayside','NY',11361,0.405830516
'Laureen','Barry',NULL,'laureen.barry@yahoo.com','909 Ridge St. ','Orchard Park','NY',14127,0.466142496
'Katharine','Herrera',NULL,'katharine.herrera@hotmail.com','395 SE. Branch St. ','Queensbury','NY',12804,0.297793047
'Sunshine','Rosario',NULL,'sunshine.rosario@aol.com','1 Chestnut Lane ','Jamaica','NY',11432,0.122374189
'Yevette','Todd',NULL,'yevette.todd@aol.com','119 Lakewood Rd. ','Ballston Spa','NY',12020,0.975545161
'Dorthea','Walker',NULL,'dorthea.walker@aol.com','11 Third St. ','Port Washington','NY',11050,0.155546047
'Alane','Munoz','(914) 706-7576','alane.munoz@gmail.com','8 Strawberry Dr. ','Yonkers','NY',10701,0.869828454
'Ayana','Keith','(805) 230-2101','ayana.keith@hotmail.com','182 Thorne Road ','Oxnard','CA',93035,0.212213937
'Caridad','Compton',NULL,'caridad.compton@aol.com','9575 SW. Kingston Court ','San Lorenzo','CA',94580,0.929410426
'Earline','Ballard',NULL,'earline.ballard@hotmail.com','939 Lyme Road ','Mount Vernon','NY',10550,0.731816356
'Nathanael','Bradley',NULL,'nathanael.bradley@aol.com','58 Third St. ','Amsterdam','NY',12010,0.128137913
'Chasidy','Tran',NULL,'chasidy.tran@msn.com','9286 Anderson Street ','Vista','CA',92083,0.742671624
'Janella','Bright','(507) 616-2958','janella.bright@aol.com','7317 Tower Dr. ','Rochester','NY',14606,0.938664687
'Josie','Schultz',NULL,'josie.schultz@hotmail.com','225 Mammoth Street ','Canyon Country','CA',91387,0.348791605
'Ellsworth','Michael',NULL,'ellsworth.michael@yahoo.com','9982 White St. ','Carmel','NY',10512,0.725019868
'Jennette','Wooten',NULL,'jennette.wooten@msn.com','8221 Bow Ridge Lane ','Rowlett','TX',75088,0.789580847
'Cassandra','Nichols',NULL,'cassandra.nichols@yahoo.com','4 Glenwood Circle ','Hicksville','NY',11801,0.291269916
'Courtney','Wyatt',NULL,'courtney.wyatt@gmail.com','369 Arrowhead St. ','Garden City','NY',11530,0.491889737
'Terese','Palmer',NULL,'terese.palmer@hotmail.com','8 Sugar Drive ','Bay Shore','NY',11706,0.225430035
'Sherita','Cherry',NULL,'sherita.cherry@gmail.com','9636 Old Cedarwood Street ','Liverpool','NY',13090,0.662766505
'Serina','Hensley',NULL,'serina.hensley@yahoo.com','53 Proctor Drive ','Jamaica','NY',11432,0.456316833
'Jeni','Farley',NULL,'jeni.farley@aol.com','4 Mill Lane ','Richmond Hill','NY',11418,0.185710241
'Everett','Vega',NULL,'everett.vega@yahoo.com','7859 James Ave. ','Holbrook','NY',11741,0.103952035
'Latosha','Dalton','(661) 529-4501','latosha.dalton@yahoo.com','59 E. Wintergreen Ave. ','Bakersfield','CA',93306,0.771837843
'Romelia','Myers',NULL,'romelia.myers@msn.com','8630 Brook St. ','Garden City','NY',11530,0.676904522
'Effie','Jenkins','(631) 477-1277','effie.jenkins@msn.com','75 South Glen Eagles Court ','Brentwood','NY',11717,0.818364413
'Efren','Oliver',NULL,'efren.oliver@gmail.com','9343 1st Rd. ','Nanuet','NY',10954,0.406500529
'Jerlene','Rios',NULL,'jerlene.rios@yahoo.com','32 Griffin St. ','Plainview','NY',11803,0.884511721
'Bess','Mcbride',NULL,'bess.mcbride@yahoo.com','9832 Winchester St. ','Garden City','NY',11530,0.820638061
'Birdie','Kramer','(248) 725-2174','birdie.kramer@hotmail.com','311 Newcastle Dr. ','Troy','NY',12180,0.237179795
'Collen','Hayes',NULL,'collen.hayes@yahoo.com','117 Eagle St. ','Smithtown','NY',11787,0.147453903
'Clare','Neal',NULL,'clare.neal@msn.com','8922 Shady Ave. ','Mahopac','NY',10541,0.403029378
'Jeanett','Herman',NULL,'jeanett.herman@hotmail.com','839 East Arch Street ','Lindenhurst','NY',11757,0.077082858
